SIC	Description
799704	Swimming Pools-Private
799969	Swimming Pools-Public
513702	Swimming Suits-Wholesale
233905	Swimwear & Accessories-Manufacturers
569915	Swimwear & Accessories-Retail
513741	Swimwear & Accessories-Wholesale
075110	Swine Insemination Svc
506337	Switches-All Types (Whls)
506307	Switches-Electric (Whls)
361302	Switches-Electric-Manufacturers
506373	Switches-Pressure & Temperature (Whls)
506395	Switches-Time (Whls)
361398	Switchgear/Switchboard Apparatus (Mfrs)
866112	Synagogues
866146	Synagogues Community
866150	Synagogues Independent
866141	Synagogues Jewish
866147	Synagogues Liberal
866149	Synagogues Lubavitch Chabad
866144	Synagogues Messianic
866142	Synagogues Orthodox
866145	Synagogues Reconstructionist
866152	Synagogues Sephardic
866143	Synagogues Traditional
866151	Synagogues-Ashkenazic
222105	Synthetic & Blended Fabrics-Mfrs
513127	Synthetic & Blended Fabrics-Wholesale
282403	Synthetic Fibers (Mfrs)
209907	Syrups-Manufacturers
514506	Syrups-Wholesale
874258	Systems Consultants
571972	Table Cloths & Covers
502320	Table Pads (Whls)
342910	Table Parts-Manufacturers
509151	Table Tennis Equipment & Supls (Whls)
799998	Table Tennis Facilities
571205	Table Tops
502130	Table Tops-Wholesale
571204	Tables
502106	Tables-Folding (Whls)
251109	Tables-Folding-Manufacturers
735918	Tables-Renting
283410	Tablet Makers-Pharm-Food Etc (Mfrs)
571986	Tableware
553121	Tachometers & Tachographs
594163	Tack
829986	Tactical Training
224112	Tag Stringing (Mfrs)
267902	Tags-Manufacturers
513135	Tags-Wholesale
829957	Tailoring Instruction
569919	Tailors
721908	Tailors-Alteration & Repairing
721907	Tailors-Men'S
508739	Tailors-Trimmings & Supplies (Whls)
721912	Tailors-Wholesale
329503	Talc (Mfrs)
792206	Talent Agencies & Casting Services
207601	Tallow (Mfrs)
514934	Tamales (Whls)
179945	Tank Abandonment Service
508820	Tank Cars (Whls)
769934	Tank Cleaning
344399	Tank Heads (Mfrs)
171123	Tank Installation
769988	Tank Lining & Coating
382308	Tank Measuring Devices (Mfrs)
179944	Tank Removal
873428	Tank Strapping & Calibration
738929	Tank Testing & Inspection
421228	Tank Truck Service
379598	Tanks & Tank Components (Mfrs)
508807	Tanks (Whls)
503916	Tanks-Concrete (Whls)
508804	Tanks-Fiber, Glass, Plastic, Etc (Whls)
344305	Tanks-Manufacturers
508806	Tanks-Metal (Whls)
735901	Tanks-Rental
179923	Tanks-Repairing
508808	Tanks-Used (Whls)
244902	Tanks-Wooden (Mfrs)
311101	Tanners (Mfrs)
286102	Tanners-Oil (Mfrs)
509120	Tanning Equipment-Home & Office (Whls)
729944	Tanning Salons
509114	Tanning Salons Equip & Supplies-Whls
399934	Tanning Salons Equipment-Manufacturers
333904	Tantalum (Mfrs)
357903	Tape Applying & Dispensing Machs (Mfrs)
573104	Tape Recorders/Players-Sound/Video Eqpt
762206	Tape Recorders/Players-Sound-Svc & Rpr
506436	Tape Recorders/Players-Sound-Wholesale
506508	Tapes (Whls)
508536	Tapes-Adhesive (Whls)
511228	Tapes-Adhesive-Dispensers (Whls)
267206	Tapes-Industrial-Manufacturers
224108	Tapes-Labeling (Mfrs)
519808	Tapes-Masking (Whls)
267207	Tapes-Pressure Sensitive (Mfrs)
573503	Tapes-Sound & Video-Prerecorded
571907	Tapestries
508564	Taps & Dies (Whls)
503309	Tar & Tar Products (Whls)
473115	Tariff Bureaus
239407	Tarpaulins-Manufacturers
509911	Tarpaulins-Wholesale
224106	Tassels (Mfrs)
592107	Tasting Rooms
729943	Tattooing
508776	Tattooing Equipment & Supplies (Whls)
801107	Tattoos-Removed
839930	Tax Advocacy
872105	Tax Consultants
872122	Tax Grievance Svc
274117	Tax Publications (Mfrs)
729101	Tax Return Preparation & Filing
729102	Tax Return Transmission-Electronic
628215	Tax Sheltered Investments
501222	Taxicab Brokers (Whls)
412101	Taxicabs & Transportation Service
769904	Taxidermists
824917	Taxidermy Instruction
514960	Tea Bag Packers (Whls)
581236	Tea Rooms
736109	Teachers' Agencies
369907	Teaching Machines & Systems (Mfrs)
514926	Tea-Wholesale
733612	Technical Illustrations
899906	Technical Manual Preparation
821115	Technical Schools
899935	Technical Writing
807118	Technicians
873141	Technologists-Applied Sciences
871174	Technologists-Professional
873110	Technology Assistance Programs
799723	Tee Times
864118	Teen Clubs
832261	Teen Hot Lines
347925	Teflon (Mfrs)
506563	Telecommunication Equip/Syst-Whls/Mfrs
874815	Telecommunications Consultants
173107	Telecommunications Contractors
506529	Telecommunications Equip-Disabled (Whls)
173113	Telecommunications Equipment
481302	Telecommunications Services
162312	Telecommunications Wiring & Cabling
173122	Teleconferencing Equipment
738973	Teleconferencing Service
482205	Telegram Service
482202	Telegraph Service
506527	Telemetering Systems & Equipment (Whls)
366198	Telephone & Telegraph Apparatus (Mfrs)
162306	Telephone & Television Cable Contractors
506438	Telephone Answering Systs/Equip (Whls)
366101	Telephone Auto Answer Equipment-Mfrs
762929	Telephone Auto Answer Equip-Servicing
366103	Telephone Booths (Mfrs)
308109	Telephone Calling Cards-Whls & Mfrs
481304	Telephone Companies
874850	Telephone Consultants
731111	Telephone Directory Advertising
506511	Telephone Equip/Systs-Supls/Parts (Whls)
599904	Telephone Equipment & Supplies
366102	Telephone Equipment & Systems-Mfrs
481308	Telephone Equipment & Systems-Renting
762923	Telephone Equipment & Systems-Svc/Repair
506510	Telephone Equipment & Systems-Wholesale
481309	Telephone Line Providers-Toll Numbers
489908	Telephone Reassurance-Monitoring
829974	Telephone Training
506534	Telephone-Coin & Card Operated (Whls)
173108	Telephone-Installations
594741	Telephone-Novelty
481312	Teleprinter Communication Service
807128	Teleradiology Equip & Svc
599911	Telescopes
382703	Telescopes-Manufacturers
506512	Teletypewriter Comms Equipment (Whls)
482204	Teletypewriter Communications Service
824911	Television & Radio Broadcasting Schools
593223	Television & Radio Dealers-Used
573102	Television & Radio Supplies & Parts-Rtl
506506	Television & Radio Supplies & Parts-Whls
573103	Television & Radio-Dealers
365110	Television & Radio-Manufacturers
762202	Television & Radio-Service/Repair
506416	Television & Radio-Wholesale
367911	Television Antenna Systems-Manufacturers
365116	Television Broadband Digital (Mfrs)
366309	Television Master Antenna Systems-Mfrs
367102	Television Picture Tubes-Manufacturers
782201	Television Program Distributors
792205	Television Program Producers
781912	Television Program Producers-Svcs/Supls
573120	Television Satellite Service & Repair
483303	Television Service Providers
874867	Television Service-Consulting
506530	Television Station Equipment (Whls)
366306	Television Station Equipment-Mfrs
874895	Television Station Planning
792208	Television Station Representatives
483301	Television Stations & Broadcasting Co
506525	Television Studio Equipment (Whls)
484105	Television Syst-Closed Circuit Tlcstng
506515	Television Systs/Eqpt-Clsd Crct (Whls)
571230	Television Tables & Stands
489904	Television Transmission Svc
484101	Television-Cable & Catv
484104	Television-Cable & Catv-Equip & Supls
366308	Television-Cable & Catv-Manufacturers
349607	Television-Cable-Manufacturers
781206	Television-Films Producers & Distrs
365111	Television-Manufacturers
792223	Television-Mobile Production Vehicles
735920	Television-Rental
781209	Television-Tape Producers & Studios
506419	Television-Wholesale
382307	Temperature Measuring Materials (Mfrs)
382921	Templates (Mfrs)
821118	Temples Buddhist Educational Institution
866136	Temples-Buddhist
866140	Temples-Hare Krishna
866138	Temples-Hindu
866139	Temples-Sikh
732305	Tenant Reference Checking Service
162907	Tennis Court Construction
179922	Tennis Court Enclosures
509152	Tennis Court Supplies & Repair (Whls)
799703	Tennis Courts-Private
799971	Tennis Courts-Public
394921	Tennis Equipment & Supplies-Mfrs
594110	Tennis Equipment & Supplies-Retail
799970	Tennis Instruction
394928	Tennis Racket Stringing Machines (Mfrs)
509113	Tennis Supplies-Wholesale
239405	Tents-Manufacturers
594109	Tents-Retail
417398	Terminal & Service Facilities
449109	Terminals Blocks Boards & Strips
364307	Terminals-Phosphate (Mfrs)
449103	Terminals-River & Marine
503236	Terra Cotta (Whls)
325903	Terra Cotta-Manufacturers
162928	Terracing
503220	Terrazzo (Whls)
503244	Terrazzo Equipment & Supplies (Whls)
179968	Test Borings
874868	Test Preparation Instruction
274108	Test Publisher-Vocational/Eductnl (Mfrs)
873109	Testing
873430	Testing (Non-Destructive)
873439	Testing (Toxic Material & Gases)
382908	Testing Apparatus-Manufacturers
506309	Testing Apparatus-Wholesale
873440	Testing Equipment-Environmental
359917	Testing Equipment-Mfrs
807117	Testing Service-Sobriety
239398	Textile Bags (Mfrs)
513103	Textile Brokers (Whls)
874814	Textile Consultants
513105	Textile Converting (Whls)
226901	Textile Converting-Manufacturers
738930	Textile Designers
516963	Textile Dyers (Whls)
229901	Textile Fibers (Mfrs)
284303	Textile Finishers (Mfrs)
226101	Textile Finishing (Mfrs)
229998	Textile Goods Nec (Mfrs)
513142	Textile Jobbers (Whls)
508495	Textile Machinery & Parts (Whls)
355202	Textile Machinery (Mfrs)
239912	Textile Manufacturers
229917	Textile Mill Supplies-Manufacturers
508540	Textile Mill Supplies-Wholesale
222101	Textile Mills (Mfrs)
508497	Textile Printers (Whls)
769972	Textile Restoration
229919	Textile Workers (Mfrs)
738934	Textile-Manufacturer'S Representatives
594922	Textiles-Retail
513106	Textiles-Wholesale
549941	Thai Food
171125	Thawing Service
792229	Theatre & Stage Sets-Design/Construction
792218	Theatre Consultants
792220	Theatre Parties-Arranged
581226	Theatres-Dinner
792207	Theatres-Live
783201	Theatres-Movie
792210	Theatrical Agencies
792212	Theatrical Equipment & Supplies
399935	Theatrical Equipment & Supplies-Mfrs
792209	Theatrical Make-Up
792211	Theatrical Managers & Producers
824912	Theatrical Schools
792226	Theatrical Talent Inventory Service
506356	Theatrical/Stage Lighting Equip (Whls)
364802	Theatrical/Stage Lighting-Manufacturers
822102	Theological Schools
804932	Therapists-Corrective
804998	Therapy
804950	Therapy-Group
873455	Thermal Imaging
382203	Thermocouples (Mfrs)
367402	Thermoelectric Equipment (Mfrs)
275904	Thermographers (Mfrs)
382925	Thermometer Wells (Mfrs)
504907	Thermometers (Whls)
382927	Thermometers-Manufacturers
382926	Thermostatic Bimetals (Mfrs)
507512	Thermostats (Whls)
899909	Thesis Service
513107	Thread (Whls)
228403	Thread-Cutting-Lace, Fabric Etc (Mfrs)
228402	Thread-Manufacturers
355208	Thread-Rolling Cutng/Grndng Equip (Mfrs)
345201	Thread-Rolling, Cutting/Grinding (Mfrs)
603502	Thrift & Loan Companies
593222	Thrift Shops
357912	Ticket Issuing Machines (Mfrs)
799973	Ticket Service
275906	Tickets & Coupons-Printers/Supls (Mfrs)
221101	Ticking (Mfrs)
232303	Tie Factories (Mfrs)
349613	Ties-Wire & Plastic (Mfrs)
251110	Tiki Huts (Mfrs)
571309	Tile
769914	Tile & Grout Cleaning & Restoration
174301	Tile-Ceramic-Contractors & Dealers
503219	Tile-Ceramic-Distributors (Whls)
325301	Tile-Ceramic-Manufacturers
571316	Tile-Custom Design
503233	Tile-Marble-Distributors (Whls)
328105	Tile-Marble-Manufacturers
175201	Tile-Non-Ceramic-Contractors & Dealers
502326	Tile-Non-Ceramic-Distributors (Whls)
503108	Timber & Timberland Companies (Whls)
085104	Timber Cruisers
152133	Timber Frame Homes
081198	Timber Tracts
509941	Timbers (Whls)
357909	Time Cards Racks & Supplies-Mfrs
829969	Time Management Training
573131	Time Recorders
357906	Time Recorders & Systems-Manufacturers
357905	Time Stamps (Mfrs)
387303	Timing Devices-Manufacturers
506364	Timing Devices-Wholesale
335605	Tin (Mfrs)
331213	Tin Plate (Manufacturers)
176112	Tinning
571952	Tinware
301198	Tire & Inner Tube-Manufacturers
501404	Tire Additives & Sealants (Whls)
501329	Tire Changing Equipment (Whls)
229698	Tire Cord & Fabrics (Mfrs)
501406	Tire Dealers Agricultural & Commercial
509321	Tire Disposal (Whls)
753402	Tire Service
753404	Tire-Customizing & Modification
553123	Tire-Dealers-Retail
501402	Tire-Dealers-Used (Whls)
501401	Tire-Distributors (Whls)
301101	Tire-Manufacturers
753401	Tire-Retreading & Repairing
501332	Tire-Retreading/Repair-Eqpt/Supls (Whls)
301102	Tire-Retreading/Repairing-Eqpt/Supl-Mfrs
501405	Tires-Flat Proofing (Whls)
553119	Tires-Solid
281601	Titanium (Mfrs)
654102	Title Companies
654101	Title Examiners
614110	Title Loans
781919	Titling Service-Tv & Motion Picture
804985	Tmj Treatment
519401	Tobacco Buyers (Whls)
013201	Tobacco Growers
355928	Tobacco Growers' Equip & Supplies (Mfrs)
515902	Tobacco Leaf-Wholesale
355927	Tobacco Machinery (Mfrs)
213101	Tobacco Products-Manufacturers
519404	Tobacco Rehandlers (Whls)
214198	Tobacco Stemming & Redrying (Mfrs)
422106	Tobacco Warehouses
591206	Toilet Articles
525113	Toilet Partitions
512209	Toilet Preparations (Whls)
507434	Toilet Seats-Wholesale
343103	Toilets (Mfrs)
308803	Toilets-Composting (Mfrs)
735922	Toilets-Portable
308804	Toilets-Portable-Manufacturers
478506	Toll Bridges
514812	Tomatoes-Wholesale
762947	Toner Cartridge Recycling
342313	Tongs (Mfrs)
354407	Tool & Die Makers (Mfrs)
508413	Tool & Die Makers Equip & Supls (Whls)
521122	Tool & Utility Sheds
507220	Tool Chests Kits Bags Etc-Wholesale
244104	Tool Chests Kits/Bags Etc-Manufacturers
738915	Tool Designers
769936	Tool Grinding-Industrial
507213	Tools (Whls)
508458	Tools-Carbide (Whls)
354604	Tools-Carbide-Coating (Mfrs)
508453	Tools-Cutting (Whls)
525106	Tools-Cutting-Retail
508454	Tools-Electric (Whls)
735986	Tools-Electric-Renting
762926	Tools-Electric-Repairing & Parts
525102	Tools-Hand
342303	Tools-Hand-Manufacturers
571983	Tools-Household
508459	Tools-Hydraulic (Whls)
342302	Tools-Manufacturers
525115	Tools-New & Used
508456	Tools-Pneumatic (Whls)
354606	Tools-Pneumatic-Manufacturers
769997	Tools-Pneumatic-Repairing
508511	Tools-Powder Actuated (Whls)
354605	Tools-Powder Actuated-Manufacturers
354515	Tools-Precision (Mfrs)
735921	Tools-Renting
593221	Tools-Used
284404	Tooth Powders & Pastes-Manufacturers
512220	Tooth Powders & Pastes-Wholesale
511324	Toothpicks-Wholesale
078207	Topsoil
287501	Topsoil-Manufacturers
355618	Tortilla & Tamale Making Equip (Mfrs)
514928	Tortillas (Whls)
382498	Totalizing Fluid Mtrs/Cntng Device (Mfr)
701109	Tourist Accommodations
799972	Tourist Attractions
702101	Tourist Homes
472401	Tourist Information
472501	Tours-Operators & Promoters
472408	Tours-Sound Tape Systems
472504	Tours-Wholesale
449201	Tow Boat Service
721301	Towel Supply Service
225902	Towels-Cloth-Manufacturers
571968	Towels-Cloth-Retail
502302	Towels-Cloth-Wholesale
344102	Towers (Mfrs)
162318	Towers-Communication/Municipal Repair
162317	Towers-Radio
501303	Towing Equipment-Automotive (Whls)
371110	Towing Equipment-Automotive-Mfrs
754927	Towing Motorhomes
449202	Towing-Marine
754905	Towing-Truck
754924	Towing-Truck & Automotive-Referral Svc
734942	Townhouse Maintenance Contractors
651401	Townhouses
873132	Toxicologists
873209	Toy Consultants
394402	Toys-Manufacturers
394401	Toys-Manufacturers Supplies (Mfrs)
594517	Toys-Retail
594541	Toys-Special Needs
594542	Toys-Specialty
509209	Toys-Wholesale
508307	Tractor Equipment & Parts (Whls)
508304	Tractor-Dealers (Whls)
508320	Tractor-Distributors (Whls)
751301	Tractor-Renting & Leasing
769941	Tractor-Repairing & Service
526130	Tractors-Lawn & Garden-Dealers
501223	Tractors-Used (Whls)
754925	Tractor-Wreckers
473114	Trade Clearing Exchanges
738987	Trade Fairs & Shows
824921	Trade Schools
874816	Trademark Agents & Consultants
533102	Trading Posts
874817	Traffic & Parking Consultants
874888	Traffic Condition Information
738114	Traffic Control Services
829973	Traffic Law Representation
738303	Traffic Reports
366905	Traffic Signs Signals & Equip-Mfrs
506355	Traffic Signs Signals & Equip-Whls
871314	Traffic Surveys
553122	Trailer Hitches
379905	Trailer Hitches-Manufacturers
501355	Trailer Hitches-Wholesale
751903	Trailer Renting & Leasing
379201	Trailer-Manufacturers & Designers
379916	Trailers Cargo
559917	Trailer-Sales
559903	Trailers-Automobile Utility Sports Etc
379906	Trailers-Automobile Utility-Mfrs
501215	Trailers-Automobile Utility-Wholesale
556102	Trailers-Boat
379907	Trailers-Boat-Manufacturers
751906	Trailers-Boat-Renting
501217	Trailers-Boat-Wholesale
556105	Trailers-Camping & Travel
379202	Trailers-Camping & Travel-Manufacturers
751907	Trailers-Camping & Travel-Renting
753824	Trailers-Camping & Travel-Repairing
422605	Trailers-Camping & Travel-Storage
501219	Trailers-Camping & Travel-Wholesale
508340	Trailers-Cargo Implemnt Livestock (Whls)
501371	Trailers-Commercial-Equip/Parts (Whls)
753227	Trailers-Custom Built
556104	Trailers-Equipment & Parts
379908	Trailers-Equipment & Parts-Manufacturers
501356	Trailers-Equipment & Parts-Wholesale
596310	Trailers-Food & Concession
508306	Trailers-Horse (Whls)
379912	Trailers-Horse-Manufacturers
751908	Trailers-Horse-Renting
371501	Trailers-Industrial-Manufacturers
508308	Trailers-Livestock (Whls)
379913	Trailers-Motorcycles (Mfrs)
503918	Trailers-Office (Whls)
379914	Trailers-Office Mfrs
751909	Trailers-Office-Renting
753813	Trailers-Repairing & Service
559918	Trailers-Snowmobile
422606	Trailer-Storage
421301	Trailers-Transporting
501212	Trailers-Truck (Whls)
371502	Trailers-Truck-Manufacturers
751910	Trailers-Truck-Renting & Leasing
559919	Trailers-Truck-Retail
501224	Trailers-Truck-Used (Whls)
874802	Training Consultants
504435	Training Devices (Whls)
653145	Training Facilities Equip & Svc
829931	Training Programs & Services
401102	Trains
472404	Trains-Ticket Agencies
594108	Trampoline Equipment & Supplies
733810	Transcribers-Court
738917	Transcribing Service-Tape Disc Etc
367908	Transducers (Mfrs)
421403	Transfer Companies
275210	Transfers-Dry (Mfrs)
361206	Transformers-Manufacturers
506311	Transformers-Wholesale
411102	Transit Lines
832274	Transition Houses
738920	Translators & Interpreters
506547	Translators' Systems & Equipment (Whls)
501509	Transmissions Automobile Rebuilt (Whls)
753701	Transmissions-Automobile
371414	Transmissions-Automobile-Manufacturers
753702	Transmissions-Automobile-Parts
501357	Transmissions-Automobile-Wholesale
555116	Transmissions-Marine
371413	Transmissions-Parts & Supplies-Mfrs
753703	Transmissions-Truck Tractor Etc
809968	Transplant-Organs
379998	Transport Equipment-Mfrs
478977	Transportation
962107	Transportation Authorities
473101	Transportation Consultants
508898	Transportation Equipment & Supls (Whls)
478909	Transportation Equipment-Leasing
473112	Transportation Lines
411914	Transportation Services
478999	Transportation Services Nec
411913	Transportation Sharing Service
799975	Trap & Skeet Ranges
509159	Trap & Skeet Ranges Equip & Supl (Whls)
594107	Trapping Equipment & Supplies
349608	Trapping Equipment & Supplies-Mfrs
508791	Trash Compactors Whls & Mfrs
594804	Travel Accessories
472411	Travel Adventure
472402	Travel Agencies & Bureaus
799974	Travel Clubs
472403	Travel Consultants
472509	Travel Escorts
874210	Travel Marketing
873214	Travel Research
832270	Travelers' Advisory Service
609907	Travelers' Checks-Issued
832269	Travelers' Hlth Counseling/Vaccinations
229804	Trawls (Mfrs)
244106	Trays (Mfrs)
078108	Tree Consultants
017398	Tree Nuts
078305	Tree Planting
078301	Tree Service
352402	Tree Service Equipment & Supplies (Mfrs)
078221	Tree Trimming
526133	Trees
243111	Trellises (Mfrs)
508236	Trench Boxes (Whls)
162909	Trenching & Underground Contractors
735924	Trenching Machines-Renting
594714	Tricks & Jokes
352408	Trimmers-Industrial (Mfrs)
352410	Trimmers-String (Mfrs)
513136	Trimmings-Wholesale
411915	Trolleys-Charter
599909	Trophies Awards & Medals
349906	Trophies-Manufacturers
509421	Trophies-Wholesale
571234	Trophy Cabinets
347924	Trophy Engravers (Mfrs)
509432	Trophy Parts & Supplies-Wholesale
599910	Tropical Fish-Retail
519939	Tropical Fish-Wholesale
078303	Tropical Foliage Service
599205	Tropical Plants
371398	Truck & Bus Bodies (Mfrs)
501373	Truck Accessories (Whls)
553127	Truck Air Conditioning Equipment
501213	Truck Bodies & Equipment (Whls)
371303	Truck Bodies-Manufacturers
753212	Truck Bodies-Repairing
501374	Truck Bumpers & Tailgates (Whls)
556106	Truck Canopies, Caps & Shells
379203	Truck Caps & Shells-Manufacturers
501358	Truck Caps & Shells-Wholesale
753221	Truck Chassis Alterations & Equipment
736302	Truck Driver-Leasing
824907	Truck Driving Instruction
501505	Truck Equip & Parts-Used-Rebuilt (Whls)
371410	Truck Equipment & Parts-Manufacturers
501302	Truck Equipment & Parts-Wholesale
753818	Truck Lubricating Service
501304	Truck Refrigeration Equipment (Whls)
762308	Truck Refrigeration Equipment-Repairing
751303	Truck Renting & Leasing
478508	Truck Scales
371304	Truck Sleepers-Manufacturers
554103	Truck Stops & Plazas
423101	Truck Terminals
478503	Truck Testing Stations
422615	Truck Trailer-Parking & Storage
369912	Truck Washing/Cleaning Equip/Supls-Mfrs
551105	Truck-Dealers
552101	Truck-Dealers-Used
501214	Truck-Distributors (Whls)
421304	Trucking
473125	Trucking Consultants
421321	Trucking Management
421318	Trucking-Containerized Freight
421201	Trucking-Contract Hauling
809970	Trucking-Dot Medical Exams
421210	Trucking-Dump
421305	Trucking-Exempt Commodity
421307	Trucking-Heavy Hauling
421306	Trucking-Liquid & Dry Bulk
421212	Trucking-Local Cartage
421309	Trucking-Motor Freight
421320	Trucking-Overdimensional Load
421308	Trucking-Refrigerated
421303	Trucking-Transportation Brokers
421209	Truck-Loading & Unloading
371109	Truck-Manufacturers
753206	Truck-Painting & Lettering
473116	Truck-Permit Service
753812	Truck-Repairing & Service
353705	Trucks Ind Parts & Supplies Mfrs
764116	Truck-Seat Repairing
508457	Trucks-Industrial (Whls)
769909	Trucks-Industrial-Repairing
421404	Truck-Storage
371598	Truck-Trailer (Mfrs)
473124	Truck-Transport Preparation
421214	Truck-Transporting
754206	Truck-Washing & Cleaning
508749	Truck-Washing/Cleaning Eqpt/Supls (Whls)
501504	Truck-Wrecking (Whls)
594806	Trunks-Dealers
316103	Trunks-Manufacturers
243901	Trusses (Mfrs)
521124	Trusses-Construction Whls & Mfrs
243904	Trusses-Construction-Manufacturers
504709	Trusses-Medical & Surgical (Whls)
152150	Trusses-Repair
602102	Trust Companies
673301	Trust Service
673303	Trustees
569979	T-Shirts-Custom Printed
225301	T-Shirts-Manufacturers
569917	T-Shirts-Retail
513611	T-Shirts-Wholesale
354105	Tube Cleaning & Expanding Equip (Mfrs)
354705	Tube Cutting (Mfrs)
505108	Tube Fittings (Whls)
349801	Tube-Bending & Fabricating (Mfrs)
799907	Tubes-Rental
331202	Tubing (Manufacturers)
349807	Tubing-Coils (Mfrs)
505110	Tubing-Metal (Whls)
331206	Tubing-Metal-Fabricators
331208	Tubing-Metal-Machinery (Manufacturers)
239511	Tucking (Mfrs)
764111	Tufting
355209	Tufting Machinery (Mfrs)
508830	Tugboat & Barge Brokers (Whls)
347110	Tumbling Equip & Supplies (Mfrs)
347120	Tumbling Service (Mfrs)
335608	Tungsten (Mfrs)
162202	Tunneling Contractors
571987	Tupperware
351101	Turbines-Manufacturers
506382	Turbines-Wholesale
501306	Turbochargers (Whls)
018103	Turf
025301	Turkey Farms
382506	Turned Parts-Precision (Mfrs)
382916	Turnstiles (Mfrs)
506559	Turntables (Whls)
286103	Turpentine (Mfrs)
509425	Turquoise (Whls)
829909	Tutoring
561112	Tuxedos
792224	Tv Program Contestant & Ticket Info
483302	Tv Stations & Broadcasting Co Cnslnts
508514	Twines & Cordage (Whls)
229898	Twines & Cordage-Manufacturers
356903	Tying Machines (Mfrs)
355509	Type Steel (Mfrs)
306929	Type-Rubber (Mfrs)
279102	Typesetting (Mfrs)
508496	Typesetting Machines (Whls)
599908	Typewriters
357910	Typewriters-Manufacturers
769940	Typewriters-Repairing
599907	Typewriters-Supplies & Attachments
395502	Typewriters-Supplies & Attachments-Mfrs
511225	Typewriters-Supplies & Attachments-Whls
733806	Typing Service
279101	Typographers (Mfrs)
506370	Ultrasonic Equipment & Supplies (Whls)
873441	Ultrasonic Inspection Service
504729	Ultraviolet Ray Lamps & Apparatus (Whls)
569918	Umbrellas
399954	Umbrellas-Manufacturers
513617	Umbrellas-Wholesale
162310	Underground Wire & Cable Laying Contrs
225401	Underwear (Mfrs)
232201	Underwear-Mens-Manufacturers
565107	Underwear-Retail
513612	Underwear-Wholesale
874869	Unemployment Insurance Consultants
944106	Unemployment Services
221112	Uniform Fabrics (Mfrs)
721803	Uniform Rental Service
721306	Uniform Supply Service
569922	Uniforms
569920	Uniforms-Accessories
513745	Uniforms-Accessories-Wholesale
232604	Uniforms-Manufacturers
513701	Uniforms-Men'S & Women'S-Wholesale
491102	Uninterruptible Power Systems
863102	Unions-Industrial
672699	Unit Investment Trusts-Certificate Ofcs
501506	Universal Joints (Whls)
308198	Unsupported Plastics-Film/Sheet (Mfrs)
764109	Upholsterers
508741	Upholsterers Supplies (Whls)
508762	Upholsterers-Wholesale
721701	Upholstery Cleaners
508782	Upholstery Cleaning Equip/Supls (Whls)
571408	Upholstery Fabrics-Retail
513109	Upholstery Fabrics-Wholesale
311110	Upholstery Manufacturers
109401	Uranium
109498	Uranium Radium Vanadium Ores
282202	Urethane & Urethane Products-Mfrs
593230	Used Merchandise Stores
736307	Usher Service
493902	Utilities
671904	Utilities-Holding Companies
493903	Utilities-Underground-Cable Locating Svc
506310	Utilities-Undrgrnd-Cbl Pipe/Wire (Whls)
874255	Utility Bill Consultants
162308	Utility Contractors
493904	Utility Management
551107	Utility Vehicles-Sport & Atv
703211	Vacation Farms
653141	Vacation Rentals
729985	Vacation Time Sharing Plans
342920	Vacuum Bottles & Jugs (Mfrs)
572216	Vacuum Cleaners-Household-Dealers
508740	Vacuum Cleaners-Industrial & Coml (Whls)
735970	Vacuum Cleaners-Renting
762925	Vacuum Cleaners-Repairing & Parts
506376	Vacuum Cleaners-Supls & Parts-Wholesale
572215	Vacuum Cleaners-Supplies & Parts
305204	Vacuum Cleaners-Supplies & Parts-Mfrs
506418	Vacuum Cleaners-Wholesale
572226	Vacuum Cleaning
734940	Vacuum Cleaning Contrs-Bldg Interior
508742	Vacuum Cleaning Systems (Whls)
762933	Vacuum Cleaning Systems-Repair & Parts
508743	Vacuum Cleaning-Industrial (Whls)
508744	Vacuum Equipment & Systems (Whls)
358910	Vacuum Equipment & Systems-Mfrs
508769	Vacuum-Central/Built-In (Whls)
502344	Valances (Whls)
721202	Valet Service
508572	Valve Actuators (Whls)
349498	Valves & Pipe Fittings Nec (Mfrs)
349403	Valves-Manufacturers
769943	Valves-Repairing
525107	Valves-Retail
508513	Valves-Wholesale
753208	Van & Truck Conversions & Accessories
553125	Van Accessories
371602	Van Conversions-Manufacturers
501220	Van Conversions-Wholesale
551108	Vans-Dealers
751402	Vans-Renting & Leasing
571963	Vaporizers
506313	Variable Speed Drives (Whls)
533101	Variety Stores
519938	Variety Stores-Whls & Mfrs
801126	Vascular Surgery
207698	Veg Oil Mills-Ex Corn Soybean (Mfrs)
203307	Vegetable Concentrates (Mfrs)
016101	Vegetable Farms
016198	Vegetables & Melons
072324	Vegetables-Processed
729954	Vehicle & Drivers Licensing Services
754922	Vehicle Emission Testing-Svc & Repair
754914	Vehicle Inspection Service
553144	Vehicle Tracking Devices
753228	Vehicle Wraps
364798	Vehicular Lighting Equipment (Mfrs)
804960	Vein Removal
513137	Velvets & Velveteens-Wholesale
504643	Vending Brokers (Whls)
259902	Vending Carts (Mfrs)
596201	Vending Machines
504609	Vending Machines Supplies & Parts (Whls)
358103	Vending Machines Supplies & Parts-Mfrs
358101	Vending Machines-Manufacturers
504612	Vending Machines-Wholesale
734901	Venetian Blinds-Cleaning
571902	Venetian Blinds-Equipment & Supplies
571917	Venetian Blinds-Retail
502323	Venetian Blinds-Wholesale
171120	Ventilating Contractors
